pool,field0_hex,candidate_rank,xml_tag,files_tested,both_nonzero,nonzero_exact,all_file_exact_rate,pearson,score
others,0x00f4,2,textRepeatDef,1382,954,954,1.0000,1.000000,3.000000
others,0x00f4,3,metaRepeat,1382,932,906,0.9653,0.957599,2.922867
others,0x00f6,1,textRepeatText,1382,954,954,1.0000,1.000000,3.000000
others,0x00f6,2,textRepeatDef,1382,954,954,1.0000,1.000000,3.000000
others,0x00f6,3,metaRepeat,1382,932,906,0.9653,0.957599,2.922867
others,0x00f7,1,keysAttrib,1382,868,742,0.7757,0.637981,2.413669
others,0x00f7,2,markingsDialogList,1382,1004,124,0.3249,0.850984,2.175875
others,0x00f7,3,timeUpper,1382,880,152,0.3329,0.609258,1.942109
others,0x0112,1,viSetup,1382,1356,1356,1.0000,1.000000,3.000000
others,0x0112,2,partDef,1382,1356,1353,0.9790,0.006426,1.985442
others,0x0112,3,playDefs,1382,1356,1356,0.9812,0.000000,1.981187
others,0x0114,1,vstInfo,1382,3,2,0.9971,0.543168,1.640274
others,0x0114,2,multiStaffInstGroup,1382,3,1,0.9052,0.168570,1.123780
others,0x0114,3,multiStaffGroupID,1382,3,1,0.9052,0.168570,1.123780
others,0x0115,1,audioUnitInfo,1382,276,276,1.0000,1.000000,3.000000
others,0x0115,2,channelPlayData,1382,276,177,0.7938,0.620676,2.414453
others,0x0115,3,keysAttrib,1382,274,272,0.5499,0.360160,1.910087
others,0x0116,1,vstInfo,1382,6,6,1.0000,1.000000,2.300000
others,0x0116,2,multiStaffInstGroup,1382,6,3,0.9067,0.248575,1.305232
others,0x0116,3,multiStaffGroupID,1382,6,3,0.9067,0.248575,1.305232
others,0x011a,1,partDef,1382,1382,1382,1.0000,1.000000,3.000000
others,0x011a,2,playDefs,1382,1382,1379,0.9978,0.000000,1.997829
others,0x011a,3,partGlobals,1382,1382,1379,0.9978,0.000000,1.997829
others,0x011b,1,markingsDialogList,1382,22,22,0.2685,0.073927,1.342379
others,0x011b,2,namePosFull,1382,22,22,0.2721,-0.026277,1.245792
others,0x011b,3,namePosAbbrv,1382,22,22,0.2721,-0.026277,1.245792
others,0x0122,1,playDefs,1382,1382,1382,1.0000,0.000000,2.000000
others,0x0122,2,partGlobals,1382,1382,1382,1.0000,0.000000,2.000000
others,0x0122,3,moviePlayerState,1382,1382,1382,1.0000,0.000000,2.000000
others,0x012c,1,keysAttrib,1382,888,888,0.8922,0.770310,2.662496
others,0x012c,2,timeUpper,1382,891,294,0.4399,0.630708,2.070650
others,0x012c,3,audioUnitInfo,1382,274,272,0.4479,0.279453,1.727354
others,0x012d,1,markingsCategoryName,1382,1078,1078,0.7800,0.611458,2.391487
others,0x012d,2,markingsCategory,1382,1078,1078,0.7800,0.611458,2.391487
others,0x012d,3,fretStyle,1382,942,352,0.4732,0.746671,2.219899
others,0x012e,1,markingsCategoryName,1382,1078,1078,0.7800,0.611458,2.391487
others,0x012e,2,markingsCategory,1382,1078,1078,0.7800,0.611458,2.391487
others,0x012e,3,fretStyle,1382,942,352,0.4732,0.746671,2.219899
others,0x0130,1,pageTextAssign,1382,1076,270,0.4139,0.601482,2.015375
others,0x0130,2,namePosFullStyle,1382,944,94,0.2865,0.704779,1.991321
others,0x0130,3,namePosAbbrvStyle,1382,944,94,0.2865,0.704779,1.991321
others,0x0132,1,pageTextAssign,1382,1076,270,0.4139,0.601482,2.015375
others,0x0132,2,namePosFullStyle,1382,944,94,0.2865,0.704779,1.991321
others,0x0132,3,namePosAbbrvStyle,1382,944,94,0.2865,0.704779,1.991321
others,0x0139,1,channelPlayData,1382,330,28,0.6512,0.621212,2.272442
others,0x0139,2,drumLibName,1382,378,378,0.7800,0.482374,2.262403
others,0x0139,3,percussionNoteInfo,1382,378,26,0.5253,0.516688,2.042014
others,0x013a,1,percMapRef,1382,46,46,1.0000,1.000000,3.000000
others,0x013a,2,finnamFilePath,1382,46,46,1.0000,1.000000,3.000000
others,0x013a,3,finnamFileDesc,1382,46,46,1.0000,1.000000,3.000000
others,0x013b,1,volumeValue,1382,274,274,1.0000,1.000000,3.000000
others,0x013b,2,metaRepeat,1382,274,274,0.5239,0.338374,1.862252
others,0x013b,3,smartShapeMeasMark,1382,218,24,0.5051,0.356535,1.861600
others,0x013c,1,bypassFxValue,1382,274,274,1.0000,1.000000,3.000000
others,0x013c,2,volumeValue,1382,274,0,0.8017,1.000000,1.801737
others,0x013c,3,audioUnitInfo,1382,274,0,0.8003,0.991494,1.791784
others,0x013d,1,percMapRef,1382,46,46,1.0000,1.000000,3.000000
others,0x013d,2,finnamFilePath,1382,46,46,1.0000,1.000000,3.000000
others,0x013d,3,finnamFileDesc,1382,46,46,1.0000,1.000000,3.000000
others,0x013e,1,percMapRef,1382,46,46,1.0000,1.000000,3.000000
others,0x013e,2,finnamFilePath,1382,46,46,1.0000,1.000000,3.000000
others,0x013e,3,finnamFileDesc,1382,46,46,1.0000,1.000000,3.000000
others,0x0141,1,drumLayoutPmmRef,1382,56,56,0.9986,0.998960,2.997513
others,0x0141,2,drumStaff,1382,32,10,0.9493,0.970051,2.419400
others,0x0141,3,percMapRef,1382,22,0,0.9421,0.975211,1.917324
